图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,哈密瓜-预测置信度,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
..\..\data\fruit30_split\val\桂圆\152.jpg,6,桂圆,6,桂圆,5,柠檬,24,葡萄-红,True,7.420858e-05,0.00060041377,7.051731e-05,3.0004244e-06,3.8328373e-05,0.003902178,0.9842993,2.4284047e-06,0.0024512913,3.4437602e-05,1.2432227e-07,5.4228047e-05,3.1036968e-06,0.00066820567,0.00034583817,3.4555578e-05,1.6468595e-05,8.650585e-06,1.9270108e-05,8.488621e-05,5.6265794e-06,0.0010783512,1.7044069e-06,0.002098692,0.003884151,4.3138098e-06,3.1607993e-05,0.00014290526,1.2118332e-05,2.9066541e-05
..\..\data\fruit30_split\val\桂圆\157.jpg,6,桂圆,6,桂圆,4,柚子,8,椰子,True,0.00577064,5.811655e-06,0.0022021192,0.00022547528,0.025518207,0.0011412835,0.93642974,0.001346605,0.0128861535,3.1793184e-05,1.5510327e-07,0.000119871045,5.1627167e-06,0.00029438498,0.00020427072,0.00081125175,9.745243e-05,2.824864e-06,0.0017981232,3.4436085e-05,1.4674662e-05,0.01090409,9.529954e-06,9.501124e-06,0.00010734212,1.0654523e-05,2.0258838e-07,2.1147653e-06,1.4508636e-05,1.6233298e-06
..\..\data\fruit30_split\val\桂圆\168.jpeg,6,桂圆,6,桂圆,21,荔枝,11,猕猴桃,True,0.00034665928,1.128178e-05,7.523608e-05,4.663935e-06,0.0003517166,0.0001671865,0.9887655,5.7299727e-05,0.0014495628,2.8207864e-06,2.32313e-08,0.0030637535,4.982537e-07,7.4787546e-05,3.785625e-06,2.1337498e-06,1.1586277e-05,1.3003813e-05,6.021059e-06,5.1906426e-07,1.6182203e-06,0.0055321213,2.892638e-08,3.2352524e-05,2.0051735e-05,2.5671948e-06,1.454186e-07,3.771303e-07,1.441041e-06,1.247122e-06
..\..\data\fruit30_split\val\桂圆\17.jpg,6,桂圆,6,桂圆,21,荔枝,7,梨,True,0.0039715976,0.000105571286,0.0002951428,0.0007872114,0.0026178344,6.393313e-05,0.85946643,0.037683014,0.0051641855,4.096386e-05,5.8838106e-07,0.0025674272,2.5421237e-05,0.0014456413,0.00015093831,0.0003760807,0.0014336684,2.6640782e-06,0.0014858852,1.1540874e-05,1.6564964e-05,0.08170372,6.8618333e-06,9.42542e-05,0.00022134148,4.2652355e-06,3.600593e-05,0.00018358149,3.6678917e-05,1.0668285e-06
..\..\data\fruit30_split\val\桂圆\178.jpg,6,桂圆,6,桂圆,19,苹果-青,5,柠檬,True,0.000620866,0.002563685,7.836444e-05,5.188803e-05,0.0017641486,0.029139379,0.7953795,0.00029256512,0.0064574443,0.00010651517,1.055088e-06,0.0015729235,1.9873662e-05,0.0021918784,0.00030642905,0.00043407053,0.0007797652,0.0008450363,0.003636876,0.050866872,1.073196e-05,0.022493979,7.661892e-06,0.0026176556,0.00024715473,0.018497264,0.0061967825,0.012090021,0.019062357,0.021667182
..\..\data\fruit30_split\val\桂圆\184.jpg,6,桂圆,6,桂圆,21,荔枝,0,哈密瓜,True,0.0010070754,1.470497e-07,8.7042845e-06,2.626631e-06,7.5637404e-06,5.802901e-06,0.9787719,1.9874584e-05,0.000539695,1.5306413e-06,6.990085e-09,1.358252e-05,2.4960664e-07,1.8536266e-05,1.1259428e-06,4.0671343e-06,3.7885864e-06,3.3742726e-08,2.4472307e-05,3.6386615e-07,3.2365624e-06,0.019496676,1.1292878e-07,7.95647e-07,6.450183e-05,2.0649857e-06,5.0328777e-09,1.2246618e-07,1.3083269e-06,1.4731549e-08
..\..\data\fruit30_split\val\桂圆\185.jpg,6,桂圆,21,荔枝,6,桂圆,8,椰子,True,0.00062667765,5.2084542e-06,0.00070655305,0.00028622866,1.396059e-05,8.4557605e-06,0.4677655,7.3506024e-05,0.007185282,2.2768897e-06,7.0744235e-08,1.4033353e-05,2.7856642e-05,8.6782165e-05,5.496895e-05,4.776172e-05,3.5703168e-05,2.9512039e-05,1.0585295e-05,6.1179853e-06,1.748739e-05,0.52129,1.1857129e-05,0.000121702986,0.0014653348,9.0097665e-06,3.605328e-06,4.21824e-06,8.564304e-05,4.091267e-06
..\..\data\fruit30_split\val\桂圆\187.jpeg,6,桂圆,2,山竹,6,桂圆,21,荔枝,True,0.0007056009,0.006724347,0.5773212,4.6819903e-05,7.735856e-05,6.56006e-05,0.2006871,9.00171e-05,0.0035503246,3.301806e-05,4.4486367e-07,0.0005810107,0.0023305037,0.008669874,0.0010729674,2.7389474e-06,0.0011222507,0.00046524737,0.0014452683,4.662316e-06,7.3654606e-05,0.11127016,4.1335523e-05,1.9303425e-06,0.053515147,5.0629846e-05,0.0014745229,0.02812672,0.00021300942,0.00023654275
..\..\data\fruit30_split\val\桂圆\191.jpg,6,桂圆,6,桂圆,0,哈密瓜,8,椰子,True,0.00134625,9.6313165e-08,2.34984e-07,4.519776e-06,7.374881e-06,5.34813e-06,0.99756706,7.263513e-05,0.0007113659,1.2761245e-07,6.1052425e-09,0.00014238176,1.7897997e-07,1.9441235e-05,2.1506108e-07,2.5581718e-07,2.6956636e-06,1.505102e-08,1.6647962e-05,3.2716366e-07,1.9600085e-07,9.3242576e-05,9.756223e-09,4.137648e-06,4.1238127e-06,2.9032623e-07,1.572479e-08,1.2885951e-07,1.4367927e-07,6.2966836e-07
..\..\data\fruit30_split\val\桂圆\193.jpg,6,桂圆,6,桂圆,8,椰子,2,山竹,True,0.000986,1.6044216e-07,0.0027548124,5.771466e-07,0.0023577511,0.0009364847,0.8990104,0.00024033079,0.09027542,6.604888e-05,3.123627e-10,0.0018367448,4.9974583e-06,0.00040616962,1.3862591e-07,4.0616942e-05,5.8897054e-05,2.0808894e-08,0.0009697911,8.476223e-06,1.1989707e-07,3.5003006e-05,6.4964793e-06,1.3074798e-06,1.4840944e-06,1.11093065e-07,2.0904446e-08,1.1857868e-07,1.1452365e-06,3.2316564e-07
..\..\data\fruit30_split\val\桂圆\2.jpg,6,桂圆,6,桂圆,21,荔枝,8,椰子,True,0.0051633827,1.8342891e-05,0.0010325181,0.0036366081,0.0009352198,0.0012528374,0.6528896,0.0027371494,0.0074617993,6.395231e-05,1.307341e-06,0.00053083594,4.1053638e-05,0.0006059678,2.6870024e-05,5.802853e-06,0.0010952053,0.0002836418,2.3434572e-05,0.00021523722,0.00033669532,0.31942955,1.414493e-05,0.00039416453,0.0012829037,4.9863807e-05,1.1057316e-06,7.3210936e-07,0.00044328262,2.6774607e-05
..\..\data\fruit30_split\val\桂圆\22.jpeg,6,桂圆,6,桂圆,2,山竹,8,椰子,True,1.967967e-05,5.156235e-06,0.004237038,2.208955e-05,3.6219e-05,8.473238e-06,0.98670965,1.9021854e-05,0.003458999,0.00014025068,4.7936135e-07,7.107796e-05,8.781099e-05,0.00016780829,1.7993417e-06,1.4611118e-06,0.0003250075,2.5599007e-08,6.540634e-06,1.6093102e-08,2.40219e-07,0.00019880064,1.7729437e-07,5.0332287e-06,0.003352179,7.5405314e-06,1.3588415e-06,0.00095426955,0.00016064385,1.0187031e-06
..\..\data\fruit30_split\val\桂圆\26.png,6,桂圆,6,桂圆,13,砂糖橘,5,柠檬,True,0.0006513373,5.287002e-05,7.811413e-06,1.005386e-05,0.001497164,0.0046092374,0.9711329,0.001007421,8.1907456e-05,9.0124326e-05,5.258191e-08,3.29571e-05,3.2968246e-06,0.014156052,3.9208357e-05,0.00211679,0.00056490576,9.444511e-06,8.124362e-05,3.2556416e-06,8.6410415e-07,0.003492772,4.883195e-05,7.200869e-05,4.6786798e-05,3.6292695e-07,1.0831867e-06,9.320696e-07,0.0001875796,7.4876397e-07
..\..\data\fruit30_split\val\桂圆\29.jpg,6,桂圆,6,桂圆,21,荔枝,23,葡萄-白,True,0.0020752796,2.7935448e-06,0.00019750194,6.3868974e-05,2.7780521e-05,6.252728e-05,0.9823086,4.1445626e-05,0.0017274406,2.6248945e-05,6.0164706e-07,0.0001286537,3.202155e-06,2.5580512e-05,5.5158765e-05,6.075319e-06,3.2304724e-06,2.2083559e-05,2.1697035e-06,3.032562e-07,4.4969842e-05,0.010692812,2.9161433e-06,0.0021460983,0.0002520551,7.9662395e-06,3.015475e-07,8.8432635e-08,6.5978005e-05,6.2000972e-06
..\..\data\fruit30_split\val\桂圆\35.jpg,6,桂圆,6,桂圆,8,椰子,11,猕猴桃,True,0.00033397693,4.2020406e-07,0.0002873434,3.2661685e-08,9.457045e-05,0.0002023343,0.98781556,0.0008657058,0.0056879916,6.107989e-05,1.5432333e-10,0.0018983954,5.637242e-06,0.00051803014,2.5329323e-06,4.295907e-06,0.0005657029,9.006848e-07,0.00011427092,7.764566e-07,1.0058205e-07,0.0014808058,1.1597863e-07,1.1397151e-06,1.7963603e-05,2.551759e-06,3.0199285e-08,2.8518977e-07,3.7246413e-05,1.0237783e-07
..\..\data\fruit30_split\val\桂圆\4.jpg,6,桂圆,6,桂圆,0,哈密瓜,11,猕猴桃,True,0.1460072,8.19413e-05,0.012599852,0.0005656412,0.010557975,0.0005420072,0.70391166,0.00064506556,0.0019689898,0.00022389216,8.0521494e-07,0.109405935,0.0005215714,0.00062465906,1.6971575e-06,0.0048689204,0.0012334079,0.00012237068,1.9433906e-05,4.894423e-05,7.28963e-05,0.0016598543,4.561564e-09,0.0022295506,0.0003767722,0.0013778732,4.1420685e-06,3.8467524e-06,7.16939e-05,0.00025137473
..\..\data\fruit30_split\val\桂圆\42.jpg,6,桂圆,6,桂圆,5,柠檬,4,柚子,True,6.7498455e-05,5.179833e-07,7.031129e-07,1.9193168e-07,0.00015780352,0.0004440826,0.9989773,5.4944765e-05,2.9850225e-05,1.6167611e-06,1.4476009e-09,4.2696458e-05,1.0247549e-07,2.0343898e-05,4.1255663e-07,1.8031878e-05,2.9684552e-05,5.864627e-08,3.0491732e-05,4.4362622e-07,1.2059206e-08,0.00011452171,1.7165279e-07,4.003716e-06,3.6600566e-06,3.9127258e-07,1.8646588e-08,1.3125571e-08,5.1012586e-07,8.157971e-09
..\..\data\fruit30_split\val\桂圆\48.jpg,6,桂圆,6,桂圆,21,荔枝,8,椰子,True,4.252383e-05,1.3858778e-06,9.757799e-05,8.226045e-06,0.00029989885,6.281858e-05,0.9938041,6.9618894e-05,0.0017904796,2.3327417e-05,1.8548374e-07,0.00029507338,2.2242499e-05,0.0011766169,3.3116958e-05,2.725335e-05,4.5884954e-05,2.5697025e-06,0.00024930463,5.2651774e-07,3.9495555e-07,0.0018719892,6.088498e-07,2.2635402e-07,1.0740076e-05,5.450842e-06,5.168897e-07,4.121185e-05,1.5678082e-05,4.5891386e-07
..\..\data\fruit30_split\val\桂圆\49.jpg,6,桂圆,6,桂圆,21,荔枝,0,哈密瓜,True,0.006992725,1.8502681e-06,9.469153e-05,0.00012240132,0.0001352881,1.0545671e-05,0.70205766,0.00025596333,0.0039898213,1.9952045e-05,7.4436703e-06,0.00039411522,2.856346e-06,0.0006584798,5.088155e-05,3.5069752e-06,4.7160734e-06,0.00049618725,9.5771546e-05,8.72938e-06,0.0007267291,0.28359413,4.9484865e-06,3.3597037e-06,3.6104102e-05,0.00020730577,2.542805e-07,1.6781379e-06,8.000582e-06,1.3961409e-05
..\..\data\fruit30_split\val\桂圆\52.jpg,6,桂圆,11,猕猴桃,6,桂圆,2,山竹,True,0.00076193234,8.182058e-06,0.11035895,3.9319522e-05,0.01866784,0.007926289,0.3603616,0.0007570903,0.051898237,7.9288286e-05,8.689909e-08,0.4444249,1.490394e-05,0.00035962233,3.51893e-05,0.000109683,0.0014945908,1.1250589e-05,6.261899e-05,0.00012415822,5.3124654e-06,0.0022586198,2.0642706e-06,9.154212e-06,1.8104263e-05,2.5508189e-06,1.5150817e-07,2.4423791e-06,5.540338e-05,0.00015048089
..\..\data\fruit30_split\val\桂圆\60.jpg,6,桂圆,6,桂圆,14,胡萝卜,21,荔枝,True,8.5245465e-06,1.214084e-07,3.6762754e-07,3.2903629e-06,2.5715806e-06,1.8688326e-05,0.99948597,9.607777e-06,3.811971e-05,8.309971e-06,4.5502843e-10,2.4001092e-05,1.1302373e-08,8.786338e-05,0.00013175183,1.6172242e-05,6.821907e-06,1.8290892e-07,4.7774424e-06,2.2192003e-07,1.4090304e-08,0.00012241368,2.5804528e-07,1.1897798e-07,2.2185044e-05,1.7010461e-07,5.5754357e-09,8.3315194e-07,6.5455024e-06,6.2944174e-08
..\..\data\fruit30_split\val\桂圆\66.jpg,6,桂圆,6,桂圆,4,柚子,8,椰子,True,0.0005404251,9.421002e-05,0.00039708352,3.434147e-06,0.016417958,0.002301478,0.96425855,0.003104321,0.003819119,8.394617e-05,5.725167e-07,0.00075564825,2.4001902e-05,0.0033210258,1.1690566e-05,0.0011667495,0.0015762005,1.5459926e-06,0.00046369675,1.8349148e-05,2.590903e-06,0.0011409186,7.518537e-07,0.00028119155,7.289945e-06,7.640955e-06,1.4955108e-06,5.2810383e-06,0.00019102974,1.7161067e-06
..\..\data\fruit30_split\val\桂圆\73.jpg,6,桂圆,6,桂圆,21,荔枝,5,柠檬,True,0.021038087,1.0833548e-05,0.00013355343,0.0018795521,0.012454713,0.022604875,0.7778687,0.0015467027,0.0012290432,2.9111461e-05,1.10505596e-07,0.0017394657,6.272748e-07,0.00019110316,8.6109344e-07,0.0022979372,0.0058723264,2.4306399e-05,0.0005684553,0.00059132755,4.316434e-05,0.12732369,7.685858e-06,0.020758588,0.0016237247,1.6820277e-05,9.2532434e-07,7.310368e-07,9.664615e-05,4.6368543e-05
..\..\data\fruit30_split\val\桂圆\79.jpg,6,桂圆,6,桂圆,21,荔枝,0,哈密瓜,True,0.008558828,1.6082727e-07,5.4199492e-05,0.000113653674,8.33384e-05,1.0838389e-05,0.96244,0.0009059408,0.00067337486,5.085233e-07,1.4504998e-09,0.00040935128,2.523446e-06,5.839049e-06,1.6558123e-07,4.053389e-07,8.828783e-06,6.202327e-07,4.445125e-05,1.1069113e-06,5.19029e-07,0.026660124,2.604691e-08,2.9403511e-06,1.6129083e-05,5.275353e-06,4.829679e-08,2.6798126e-08,7.643951e-07,9.4432195e-08
..\..\data\fruit30_split\val\桂圆\82.jpg,6,桂圆,8,椰子,6,桂圆,4,柚子,True,0.02017654,0.00012637147,0.036363352,0.00020722182,0.20250322,0.038874887,0.29834473,0.0017248925,0.31084684,0.0018707225,3.176271e-05,0.0062354235,1.2405533e-05,0.00024143125,6.2036896e-05,0.0012722508,0.0029680708,2.5130972e-05,0.0008664487,0.00026848688,2.0710475e-05,0.0048938645,8.245683e-06,8.0319165e-05,0.0015340574,0.00070908933,6.600403e-06,0.00010281975,0.069380015,0.00024207144
..\..\data\fruit30_split\val\桂圆\87.jpeg,6,桂圆,6,桂圆,21,荔枝,11,猕猴桃,True,0.00024809563,2.6819657e-07,7.745468e-06,3.0126776e-06,0.00019353424,0.00011079438,0.98719794,0.00012769406,0.0011080438,1.536796e-05,3.613086e-08,0.0046084453,6.2106943e-07,6.5988475e-05,1.6085912e-07,2.8417703e-06,8.3969804e-05,5.3030607e-07,8.7884786e-05,4.5857523e-06,1.2181799e-05,0.0061105248,1.7093677e-06,1.1353857e-06,8.098233e-07,2.028465e-06,1.3379402e-08,7.228095e-07,2.8780526e-06,3.4720125e-07
..\..\data\fruit30_split\val\桂圆\88.jpeg,6,桂圆,6,桂圆,21,荔枝,8,椰子,True,2.0895177e-05,2.340758e-07,8.487263e-05,1.5046824e-06,9.100182e-07,2.2728866e-06,0.9983346,1.0437147e-05,0.00020111883,8.1531726e-07,1.0650701e-10,5.1111165e-05,1.1921955e-08,1.0795567e-06,3.30262e-05,6.00877e-07,2.6514488e-06,2.9762038e-08,1.455895e-06,7.638474e-07,4.4783903e-08,0.0012360566,4.972161e-09,2.371071e-07,4.410899e-06,2.1113866e-08,5.418354e-09,3.1357325e-07,1.0510012e-05,2.3547932e-08
..\..\data\fruit30_split\val\桂圆\90.jpeg,6,桂圆,6,桂圆,21,荔枝,8,椰子,True,0.0003876608,4.609391e-06,0.0017522394,0.0008702883,0.012206871,0.0005432853,0.8547547,0.0033501207,0.020941032,4.508501e-06,7.7541536e-08,0.017876284,0.00035753232,0.000252938,4.2027905e-06,9.3949246e-05,0.0021915496,2.8357648e-05,0.009179698,1.3735284e-05,2.707257e-06,0.07338879,1.4437194e-09,0.00028981958,0.0013750455,9.94495e-05,2.945678e-06,9.083898e-06,1.7833543e-05,7.267773e-07
..\..\data\fruit30_split\val\桂圆\99.jpg,6,桂圆,6,桂圆,21,荔枝,0,哈密瓜,True,0.0019187378,0.00021081725,0.0018280406,1.6186741e-05,0.00010553813,4.0633586e-05,0.9889347,4.784593e-05,0.0015259713,6.0273524e-06,7.072525e-07,0.0007453862,1.1690024e-05,8.3231855e-05,2.765857e-06,0.00010009068,0.00016317157,2.668751e-06,2.112708e-05,5.3595295e-06,2.4719191e-05,0.0033520425,6.9831617e-06,0.00023584621,0.0005075903,3.306664e-05,9.826259e-06,1.150556e-05,3.964071e-05,8.08778e-06
..\..\data\fruit30_split\val\梨\1.jpg,7,梨,19,苹果-青,7,梨,11,猕猴桃,True,0.0013928557,1.1555032e-05,0.0006065856,6.5730084e-05,0.03649503,0.04051311,3.7129463e-05,0.13207503,0.0012773447,4.3342734e-06,1.357682e-06,0.052245133,3.2034516e-06,5.3457884e-06,2.4263446e-07,1.1678881e-05,0.00019816103,0.00052392954,0.008195645,0.7253931,2.8040049e-05,5.799089e-05,5.9172876e-06,0.00025721244,1.5722733e-06,0.000109603076,1.14809645e-05,5.0393257e-05,0.0003738372,4.735503e-05
..\..\data\fruit30_split\val\梨\11.jpg,7,梨,19,苹果-青,7,梨,18,苹果-红,True,0.00044628757,1.3244599e-05,0.003150112,2.3294264e-05,0.024593757,0.0033344335,0.00076436327,0.2584214,0.019783609,2.9097868e-05,1.8311682e-06,0.00022705489,0.0051774387,0.00025781422,1.2829874e-05,2.2937842e-05,0.0029290006,0.00059991813,0.10204652,0.5420631,5.9311384e-05,0.033433255,3.3267843e-05,3.430984e-05,4.960186e-05,0.000469862,8.352564e-06,0.0007996526,0.0011408144,7.351879e-05
..\..\data\fruit30_split\val\梨\112.jpg,7,梨,7,梨,8,椰子,28,香蕉,True,1.1607602e-05,2.1227908e-09,2.3606121e-06,7.791364e-11,0.000114213275,1.4334717e-07,3.2299875e-05,0.98009837,0.019572003,1.5577829e-05,1.519535e-08,1.662494e-06,3.6667856e-08,1.0764723e-08,4.7879116e-08,1.8367984e-07,3.899649e-06,3.0159566e-08,1.3060289e-05,1.0059159e-06,9.003557e-11,2.5935824e-06,1.6527142e-07,8.935785e-07,3.4701136e-06,7.934885e-08,1.6533203e-08,1.7220954e-08,0.00012610518,4.239588e-09
..\..\data\fruit30_split\val\梨\114.jpg,7,梨,7,梨,6,桂圆,4,柚子,True,0.00018483997,5.030668e-07,1.7132988e-05,1.1651596e-08,0.0011276075,6.962143e-06,0.001576226,0.9955426,0.0009628359,9.551794e-07,1.2639646e-06,0.00011717444,7.950425e-06,5.7315494e-05,3.8888453e-07,1.6025623e-06,1.1458706e-05,2.3486264e-06,4.3717478e-06,9.5205e-05,1.0007594e-07,3.342833e-05,7.1271935e-09,1.2434784e-07,6.573467e-07,5.874014e-07,4.536998e-08,3.348854e-05,0.0002126838,5.4739477e-08
..\..\data\fruit30_split\val\梨\116.jpg,7,梨,7,梨,4,柚子,8,椰子,True,0.00024929384,7.5501697e-07,2.854723e-07,2.8252152e-09,0.0015631217,0.0001695029,2.3254353e-05,0.9970818,0.0008539659,7.250686e-07,6.4195757e-07,1.3390503e-05,6.650309e-06,5.554856e-06,2.9611333e-09,1.4327815e-06,1.3789092e-05,7.204786e-09,1.1368617e-06,8.314162e-06,3.344875e-08,2.2323848e-06,3.0663227e-08,3.0078104e-09,1.14063596e-07,4.2527933e-08,3.5203204e-08,1.126892e-06,2.8496709e-06,1.2075848e-09
..\..\data\fruit30_split\val\梨\119.jpg,7,梨,7,梨,4,柚子,6,桂圆,True,0.009732445,1.37676425e-05,1.2324979e-05,6.4897554e-06,0.033900715,0.00905229,0.028408444,0.86561453,0.015594722,0.00018978294,4.230406e-06,0.0024128954,0.00035897578,0.00056878064,2.1278765e-05,0.0021065357,0.024075571,3.5806288e-06,0.005034285,0.0002279429,5.5389783e-06,0.0003166695,0.00010693968,0.0006672124,0.00018458728,1.1705391e-05,2.0204272e-06,7.087543e-06,0.0013552658,3.375219e-06
..\..\data\fruit30_split\val\梨\12.jpg,7,梨,7,梨,4,柚子,16,芒果,True,0.0006346266,3.150253e-05,2.2216448e-06,9.525632e-09,0.004239542,0.000106421285,0.00065653824,0.98515826,0.0020253065,1.7295059e-06,7.2441755e-09,0.0007927032,7.4772074e-06,1.2743855e-05,2.8787355e-07,1.9959805e-05,0.0031432942,3.072961e-07,0.0004903615,0.002536239,2.1608766e-08,0.00011347626,8.5892154e-08,1.1298066e-07,2.4236447e-06,5.4221177e-06,7.4341615e-06,4.6283362e-06,6.8007034e-06,4.2387875e-08
..\..\data\fruit30_split\val\梨\127.jpg,7,梨,7,梨,4,柚子,6,桂圆,True,6.704905e-05,1.7263678e-06,2.1558625e-07,9.533863e-09,0.0020753422,8.0350124e-05,0.0018452334,0.9921898,0.00036174405,8.403072e-08,2.2847134e-08,0.0013974123,9.219619e-06,0.0013707053,1.0168038e-05,0.00024351473,0.0001456366,8.632484e-09,8.5900116e-05,0.00011399262,1.0082834e-08,9.153242e-07,1.8641695e-09,9.654178e-09,1.06834754e-07,1.607525e-07,3.1977748e-07,1.6363005e-07,8.201904e-08,3.0657383e-09
..\..\data\fruit30_split\val\梨\132.jpg,7,梨,7,梨,4,柚子,0,哈密瓜,True,0.0033506087,3.3098993e-05,1.2165761e-05,7.240818e-08,0.011127376,4.4130622e-05,0.0012850524,0.9824911,0.00051409524,8.3173484e-07,2.1168136e-08,0.00047118677,4.0121384e-07,8.205446e-06,8.6221355e-08,2.5340974e-05,7.096094e-05,5.753742e-09,7.619069e-05,0.00036237115,1.01735715e-07,9.068808e-05,8.39586e-08,1.4434019e-05,3.45833e-07,5.942369e-08,3.13438e-07,3.0177514e-06,1.7749355e-05,3.426366e-08
..\..\data\fruit30_split\val\梨\133.jpg,7,梨,7,梨,6,桂圆,16,芒果,True,0.0001258339,9.34156e-08,2.0222972e-08,6.264489e-08,0.00040050026,0.00027770203,0.00090571906,0.99697495,7.063376e-05,2.4724206e-05,4.697488e-09,0.0004354433,4.1799737e-07,8.138161e-08,1.9465953e-07,6.5874013e-07,0.00059084466,6.574112e-08,2.4762528e-05,0.00016014479,8.893696e-10,2.1275305e-06,4.115261e-08,2.5327788e-07,1.6751008e-07,3.787355e-08,7.1091844e-10,5.927149e-07,3.893269e-06,1.6401694e-08
..\..\data\fruit30_split\val\梨\135.jpg,7,梨,7,梨,8,椰子,11,猕猴桃,True,0.0038194975,2.9810382e-05,0.000100340985,5.190564e-06,0.01953578,0.003967778,0.009837579,0.87870145,0.045984343,0.0009972424,2.1796614e-06,0.022888668,7.0627924e-05,7.0437195e-06,2.4543557e-05,0.00036160756,0.0055292174,1.3119215e-05,0.0012093661,0.0024334427,1.5370197e-06,0.00036896265,3.7052791e-06,1.975525e-06,1.3076826e-06,2.6567235e-05,4.506717e-06,8.844115e-05,0.0039776876,6.454798e-06
..\..\data\fruit30_split\val\梨\138.jpg,7,梨,7,梨,8,椰子,18,苹果-红,True,0.000147014,1.9173744e-06,9.186736e-06,4.6381103e-08,0.0011706616,0.0002737984,0.0038809103,0.5587355,0.39272675,0.00022742453,3.9971465e-06,0.00015566262,0.00012740218,8.279393e-05,4.7281733e-06,8.655683e-06,0.00026546538,8.3048135e-06,0.03921589,0.002136127,4.8966143e-07,0.00023607243,2.321732e-06,6.9498055e-06,8.730716e-05,3.0699473e-05,2.517408e-06,2.6025025e-05,0.00042433632,1.0604928e-06
..\..\data\fruit30_split\val\梨\150.jpg,7,梨,24,葡萄-红,4,柚子,12,石榴,False,0.0030678478,0.009270596,0.07888413,0.021482056,0.20087312,0.00017050694,0.0016653121,0.036519073,0.0023480519,0.00034935444,0.01819593,0.032579158,0.119667165,0.046599597,0.00023555847,0.00057236967,0.017342208,0.00044112324,0.03269435,0.00011730153,0.00021548693,0.008605307,3.3290773e-06,0.0013816418,0.32373005,0.013758889,0.011811361,0.014312747,0.0030738427,3.2484986e-05
..\..\data\fruit30_split\val\梨\170.jpg,7,梨,19,苹果-青,7,梨,18,苹果-红,True,2.4158155e-05,7.0918816e-07,1.1897543e-05,1.6197454e-07,0.0035712463,0.00055202964,1.2419398e-05,0.11210758,0.0002528955,4.707021e-06,2.0475373e-08,0.0004759721,4.709289e-06,4.8783176e-07,1.588952e-08,1.9480052e-07,8.870849e-05,3.5575897e-06,0.0042357743,0.8785781,1.3981982e-06,3.6770347e-05,7.254413e-07,7.702875e-06,6.097234e-07,1.5023934e-05,6.4930225e-07,3.1551547e-06,7.464175e-06,1.0700102e-06
..\..\data\fruit30_split\val\梨\174.jpeg,7,梨,7,梨,11,猕猴桃,18,苹果-红,True,0.00048032915,1.8531586e-06,4.0198214e-05,3.7664627e-06,0.0003107636,1.8459894e-05,0.0015068711,0.98463523,0.0024435837,1.2772706e-05,2.4048332e-09,0.004009477,6.3910347e-06,0.0005869595,3.7667498e-06,4.326806e-05,8.4551466e-05,5.570775e-07,0.0026135186,0.00072959246,3.382652e-08,0.0024589568,4.4468592e-07,1.4156249e-06,3.924806e-06,5.6208023e-08,2.331756e-07,1.7689323e-06,7.487937e-07,4.2757281e-07
..\..\data\fruit30_split\val\梨\186.jpg,7,梨,7,梨,12,石榴,4,柚子,True,3.223369e-05,1.0080875e-06,9.25355e-06,9.797918e-07,0.0010881819,5.6865225e-05,4.176604e-05,0.9886706,0.0004898436,6.367792e-06,6.37737e-06,4.8304268e-05,0.008330591,5.3254058e-05,1.1218071e-06,5.1597963e-06,0.000449598,7.366591e-06,0.00019348813,0.00030068483,7.374629e-07,0.00017992026,3.7154678e-07,2.4331356e-07,5.568704e-06,1.0958179e-05,1.0745685e-07,4.2363336e-06,3.6346935e-06,1.1278617e-06
..\..\data\fruit30_split\val\梨\19.jpg,7,梨,7,梨,4,柚子,21,荔枝,True,0.0028818601,0.000119762546,0.00014763844,4.8584778e-05,0.04992917,0.004532596,0.012051961,0.8515193,0.004195512,0.00012301735,5.267683e-06,0.0009347161,0.0018077871,0.0054214043,3.426318e-06,0.0012086974,0.004830987,7.1727125e-05,0.009987363,0.0010740048,0.00018170422,0.048244614,0.00023150997,9.718063e-05,0.00016962265,8.279127e-05,1.6363565e-05,5.358984e-05,2.2567878e-05,5.3537656e-06
